Window size: 100
Server error Rate: 1000
expRTT,jitter,timeoutValue
-127125518,-3.485774769509565E7,3.636506599600728E7,110602516
-127203863,-4.640101210820869E7,4.747451221995328E7,143497036
-124781362,-5.6198555844682604E7,5.275158570379431E7,154807786
-122198071,-6.444849523909728E7,5.4001083218071416E7,151555837
-129831768,-7.262140433421013E7,5.4803403330001034E7,146592208
-51068423,-6.992728166743386E7,4.581726716435924E7,113341786
-51068423,-6.992728166743386E7,4.581726716435924E7,226683572
-51068423,-6.992728166743386E7,4.581726716435924E7,453367144
-51470507,-6.762018483400463E7,3.8400369831770584E7,85981294
-125257796,-7.482488622975405E7,4.140850481638943E7,90809133
-122285104,-8.075741345103478E7,4.143830124953337E7,84995791
-121507511,-8.585117564465544E7,3.9992809775986165E7,74120063
-116917300,-8.97344411890735E7,3.679032203472125E7,57426846
-119686185,-9.347840916543931E7,3.414468548468111E7,43100332
-45459148,-8.747600151975939E7,3.611272749345068E7,56974908
-116440174,-9.109652307978946E7,3.3420458350140646E7,42585310
-115426942,-9.413782544481578E7,3.038762290140154E7,27412666
-115816960,-9.684771726421382E7,2.75330278599977E7,13284394
-124553187,-1.0031090098118709E8,2.6710342399701502E7,6530468
-126502508,-1.035848518585387E8,2.576217083514145E7,-536168
-126116236,-1.0640127487622136E8,2.4250368407300748E7,-9399801
-123220153,-1.0850363464169368E8,2.1866905895052142E7,-21036011
-118680744,-1.0977577331148197E8,1.8626422093418613E7,-35270084
-119787114,-1.1102719089754672E8,1.6159797345677279E7,-46388001
-98659484,-1.0948122753535338E8,1.4825283893096304E7,-50180091
-105337561,-1.089632692184342E8,1.2025389974430777E7,-60861709
-122428873,-1.1064646969112992E8,1.1964643308040602E7,-62787896
-121991737,-1.1206462810473868E8,1.145525970484578E7,-66243589
-117356120,-1.1272606459164634E8,9748958.63072275,-73730230
-117752504,-1.1335436951769055E8,8411252.593619425,-79709359
-111750881,-1.1315393345297924E8,6659202.558459378,-86517123
-105800077,-1.1223470139635684E8,6603058.017933742,-85822469
-46281182,-1.0399051147181223E8,1.9379625881403364E7,-26472007
-122778280,-1.063389825378357E8,1.8644543776593596E7,-31760807
-122778280,-1.063389825378357E8,1.8644543776593596E7,-63521614
-21440125,-9.572662534560624E7,3.2555032918846756E7,34493506
-10046181,-8.501656980240546E7,4.315887188973643E7,87618917
16395342,-7.234008082710478E7,5.455300962407851E7,145871957
16892613,-6.1185994098716676E7,6.043440899273805E7,180551641
-22644610,-5.636832108637709E7,5.375673451614781E7,158658616
-25822184,-5.2550053950579956E7,4.6999518374755844E7,135448019
15074732,-4.409695570675746E7,5.004256070775624E7,156073287
-16884406,-4.069538699341278E7,4.348466577917038E7,133243276
-23880621,-3.859354124423618E7,3.629172939543683E7,106573376
17297743,-3.1607130713706657E7,3.9445015475004286E7,126172931
14915354,-2.5791820124493323E7,3.976055513737655E7,133250400
-1465066,-2.2750975858931657E7,3.5141893817765325E7,117816599
-312923,-1.99462192515652E7,3.1264744426215295E7,105112758
-888252,-1.756397334511955E7,2.761748865594136E7,92905981
-2010326,-1.5619767426979607E7,2.411547684870092E7,80842139
17627818,-1.1463819248607157E7,2.535951694867748E7,89974248
-2707252,-1.0369248342531262E7,2.0935136797140926E7,73371298
14835136,-7218700.299714854,2.121481167278441E7,77640546
-29398580,-9991185.262250498,2.0762957439025685E7,73060644
-23767856,-1.1713269104469186E7,1.858586480315197E7,62630190
-25492405,-1.3435661091410538E7,1.6953584579511344E7,54378677
-34307277,-1.6044613079984222E7,1.7280854414637454E7,53078804
-27361681,-1.7459246569986194E7,1.5436249418481542E7,44285751
-11870748,-1.676068424873792E7,1.2799671126045637E7,34438000
-32839994,-1.8770597967645682E7,1.3117102352622807E7,33697811
-19804006,-1.8899773971689973E7,1.0063884771544613E7,21355765
-165716505,-3.725186535022873E7,3.966407349110128E7,121404428
-18609723,-3.4921597556450136E7,3.3826023757438496E7,100382497
-65058564,-3.868871836189387E7,3.1961979227605402E7,89159198
-64733740,-4.194434606665713E7,2.966883290403977E7,76730985
-29277767,-4.036102368332499E7,2.5022438848861076E7,59728731
-26286055,-3.860165259790937E7,2.184572853612315E7,48781261
-25241294,-3.6931607773170695E7,1.9306874845385037E7,40295891
-65039869,-4.0445140426524356E7,2.062883827740769E7,42070212
-30072306,-3.914853612320881E7,1.774068623885797E7,31814208
-11747440,-3.572339910780771E7,1.9299504456095405E7,41474618
-15778720,-3.323031421933175E7,1.883752689690449E7,42119793
25894263,-2.583974206691528E7,2.706164643940719E7,82406843
-22502099,-2.5422536683550872E7,2.102634425044311E7,58682840
25781249,-1.9022063473107014E7,2.6970586306109086E7,88860281
20431737,-1.4090338413968638E7,2.8858458583073974E7,101343495
24116157,-9314526.487222558,3.000151480911112E7,110691532
16399049,-6100329.551319738,2.8125980744663272E7,106403593
14355323,-3543372.9824047703,2.5569159554098647E7,98733265
19049202,-719301.1096041743,2.411899544297503E7,95756680
22194757,2144956.1540963473,2.3101696793707184E7,94551743
13248947,3532955.009834304,1.975527059282181E7,82554037
13760352,4811379.633605016,1.7053696036215104E7,73026163
17106686,6348292.929404389,1.5479870294810232E7,68267774
19503437,7992685.93822884,1.4487590486550463E7,65943047
19915764,9483070.695950236,1.3473866190925289E7,63378535
18333120,1.0589326858956456E7,1.2041347928454854E7,58754718
18762586,1.16109842515869E7,1.0818911383444415E7,54886629
16666143,1.2242879095138537E7,9219999.513798678,49122877
17601958,1.291276395824622E7,8087298.145787454,45261956
17994847,1.3548024338465443E7,7177179.27472423,42256741
22012878,1.4606131046157263E7,7234571.194503857,43544415
21715574,1.5494811415387604E7,6981119.042030991,43419287
26519637,1.6872914613464154E7,7647519.878157205,47462994
25399668,1.7938758786781136E7,7600867.2119226195,48342227
-40052958,1.0689794188433494E7,1.838633845605034E7,84235148
17234415,1.1507871789879307E7,1.522138964456793E7,72393430
24888032,1.3180391816144394E7,1.4342952279389849E7,70552200
-38176616,6760765.839126345,2.1991559669323973E7,94727004
26095392,9177594.109235551,2.0723119224684093E7,92070071
26095392,9177594.109235551,2.0723119224684093E7,184140142
26095392,9177594.109235551,2.0723119224684093E7,368280284
26095392,9177594.109235551,2.0723119224684093E7,500000000
18547362,1.0348815095581107E7,1.7591976144617796E7,80716719
16417789,1.1107436833633468E7,1.452157015005498E7,69193717
24293009,1.2755633354429284E7,1.3775521523933915E7,67857719
-107338056,-2256077.814874377,3.660213568923184E7,144152464
-92833084,-1.357820358801508E7,4.726532186992011E7,175483083
-92331196,-2.3422327639513195E7,5.267620849256179E7,187282506
12946483,-1.8876226309574045E7,4.746283369681485E7,170975108
12946483,-1.8876226309574045E7,4.746283369681485E7,341950216
12946483,-1.8876226309574045E7,4.746283369681485E7,500000000
12946483,-1.8876226309574045E7,4.746283369681485E7,500000000
12946483,-1.8876226309574045E7,4.746283369681485E7,500000000
12946483,-1.8876226309574045E7,4.746283369681485E7,500000000
12946483,-1.8876226309574045E7,4.746283369681485E7,500000000
12946483,-1.8876226309574045E7,4.746283369681485E7,500000000
12946483,-1.8876226309574045E7,4.746283369681485E7,500000000
12946483,-1.8876226309574045E7,4.746283369681485E7,500000000
12381258,-1.496904077087729E7,4.243469996533047E7,154769759
22708132,-1.025939417451763E7,4.0067906517627254E7,150012231
22269912,-6193230.902702926,3.7166715613896176E7,142473631
17254537,-3262259.91486506,3.3004235939138398E7,128754683
13234608,-1200151.425506927,2.836186681073053E7,112247315
13234608,-1200151.425506927,2.836186681073053E7,224494630
13234608,-1200151.425506927,2.836186681073053E7,448989260
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
13234608,-1200151.425506927,2.836186681073053E7,500000000
24608951,2025986.3776814388,2.691714126362754E7,109694551
27211725,5174203.705471259,2.569723627135284E7,107963148
26490590,7838751.992287351,2.393588670544279E7,103582298
19244185,9264431.118251432,2.0446853499519236E7,91051845
20380272,1.0653911228470003E7,1.7766730317521926E7,81720832
27991805,1.2821147949911254E7,1.711771200066363E7,81291995
19815958,1.3695499206172347E7,1.4368398698954636E7,71169094
19815958,1.3695499206172347E7,1.4368398698954636E7,142338188
19815958,1.3695499206172347E7,1.4368398698954636E7,284676376
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
19815958,1.3695499206172347E7,1.4368398698954636E7,500000000
18836498,1.4338124055400804E7,1.1900892510365777E7,61941694
18372728,1.4842449548475703E7,9808238.995655406,54075405
17234097,1.5141405479916241E7,7879352.126762494,46658813
21038870,1.587858854492671E7,7199584.458840193,44676926
14678070,1.5728523726810873E7,5662301.7758328635,38377730
17824145,1.5990476385959513E7,4705143.48538477,34811050
22216447,1.6768722712714575E7,4890788.6858599335,36331877
27696338,1.8134674623625252E7,6058507.358488637,42368704
27758050,1.9337596545672096E7,6648993.882448453,45933572
29187757,2.0568866602463085E7,7141468.011220569,49134738
30102277,2.17605429021552E7,7441534.5328766275,51526681
30322241,2.28307551643858E7,7454022.358561021,52646844
29577022,2.3674038518837575E7,7066262.6392113725,51939089
29775651,2.443674007898288E7,6634424.70966281,50974438
31419138,2.5309539819110017E7,6503218.077469603,51322412
31110633,2.6034676466721267E7,6146402.691421886,50620287
31110633,2.6034676466721267E7,6146402.691421886,101240574
31110633,2.6034676466721267E7,6146402.691421886,202481148
31110633,2.6034676466721267E7,6146402.691421886,404962296
31110633,2.6034676466721267E7,6146402.691421886,500000000
-172990296,1156554.9083811082,4.814651474566169E7,193742613
-125067593,-1.462146358016653E7,6.372141841420464E7,240264210
-78342364,-2.258657613264571E7,6.173001077749205E7,224333466
-75597891,-2.9212990491064996E7,5.7893733210352786E7,202361942
-78621305,-3.538902980468187E7,5.4228368706594124E7,181524445
-74557189,-4.028504970409663E7,4.923931135392144E7,156672195
-71040574,-4.412949024108455E7,4.3657254455169946E7,130499527
-71737156,-4.758044846094898E7,3.8782117726140216E7,107548022
-54446120,-4.8438657403330356E7,3.0588453943772573E7,73915158
-75872570,-5.1867896477914065E7,2.8942508838350914E7,63902138
-70279251,-5.41693157931748E7,2.5734365430469483E7,48768145
-98090197,-5.965942594402795E7,2.8908466836845122E7,55974441
-54892232,-5.906352670102446E7,2.2724173802889954E7,31833168
-97697656,-6.38927928633964E7,2.5494346136318363E7,38084591
-113629586,-7.010989200547186E7,3.000068310087081E7,49892840
-55301372,-6.825882700478788E7,2.5739876076850075E7,34700677
-73533664,-6.89181816291894E7,2.0458777650340207E7,12916928
-76220805,-6.983100955054073E7,1.694153210011997E7,-2064881
-43423739,-6.653010073172314E7,1.8482739508020762E7,7400857
-100778773,-7.081118476525775E7,2.1353951689701136E7,14604621
-58024912,-6.921290066960053E7,1.8812460934675984E7,6036943
-59243442,-6.796671833590046E7,1.6290164784982102E7,-2806059
-58850629,-6.68272071689129E7,1.4211768130964803E7,-9980134
-41380708,-6.364639477279879E7,1.62252477914233E7,1254596
-57266911,-6.2848959301198944E7,1.3564447918867212E7,-8591167
-97549370,-6.718651063854907E7,1.776405077951314E7,3869692
-35791893,-6.326218343373044E7,2.0190610693067465E7,17500259
-99888202,-6.784043575451413E7,2.3154899581172068E7,24779162
-95620482,-7.131294153519987E7,2.3443059802079085E7,22459297
-60651022,-6.998020159329988E7,1.9914589749884285E7,9678157
-64310503,-6.92714892691374E7,1.6176188879697563E7,-4566733
-96882122,-7.272281836049522E7,1.817196756964937E7,-34948
-56391775,-7.068143794043332E7,1.7201391412345357E7,-1875872
-58532997,-6.916288282287917E7,1.555851501497881E7,-6928822
-37594901,-6.5216885095019266E7,1.8574382284988925E7,9080644
-96219116,-6.909216395814186E7,2.0712524724206228E7,13757934
-85625087,-7.115877933837414E7,1.9150970458561137E7,5445102
-36954959,-6.688330179607737E7,2.1845313542940196E7,20497952
-37150161,-6.31666591965677E7,2.288810970634707E7,28385779
-85293278,-6.5932486546996735E7,2.2006280143011115E7,22092634
-126559661,-7.351088335362214E7,2.97669045188528E7,45556734
-33790359,-6.854581780941936E7,3.101404309149444E7,55510354
-74730039,-6.931884545824194E7,2.4613330704060346E7,29134477
-74730039,-6.931884545824194E7,2.4613330704060346E7,58268954
-74730039,-6.931884545824194E7,2.4613330704060346E7,116537908
-74730039,-6.931884545824194E7,2.4613330704060346E7,233075816
-74730039,-6.931884545824194E7,2.4613330704060346E7,466151632
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-74730039,-6.931884545824194E7,2.4613330704060346E7,500000000
-37529941,-6.53452324009617E7,2.5413820878285684E7,36310051
-38961607,-6.2047279225841485E7,2.4831783715174638E7,37279855
-40246898,-5.93222315726113E7,2.3392671179533802E7,34248453
-40627268,-5.6985361126034886E7,2.163402666615907E7,29550745
-52833596,-5.646639048528053E7,1.7133718620939434E7,12068483
-68097986,-5.7920339924620464E7,1.539470048454946E7,3658462
-68317042,-5.921992768404291E7,1.3820303942401366E7,-3938711
-67708353,-6.028098084853754E7,1.222207099466664E7,-11392696
-110396840,-6.654546324247035E7,2.0129397435382396E7,13972126
-107716158,-7.169180008716156E7,2.4103137554746408E7,24720750
-51193639,-6.912952995126636E7,2.2561325903876398E7,21115773
-47638367,-6.644313458235807E7,2.162218632349682E7,20045610
-67095117,-6.652463238456331E7,1.6359260896481786E7,-1087588
-43287759,-6.3620023211492896E7,1.7352511725234564E7,5790023
-47908082,-6.1656030560056284E7,1.6451370933939993E7,4149453
-71683636,-6.290948124004925E7,1.4532066890442682E7,-4781213
-46104949,-6.0808914710043095E7,1.4575041595342785E7,-2508748
-34785530,-5.755599162128771E7,1.6623896601829017E7,8939594
-65048624,-5.849257066862675E7,1.4106935784215076E7,-2064827
-48183388,-5.720392283504841E7,1.2835335546923408E7,-5862580
-48183388,-5.720392283504841E7,1.2835335546923408E7,-11725160
-48183388,-5.720392283504841E7,1.2835335546923408E7,-23450320
-48183388,-5.720392283504841E7,1.2835335546923408E7,-46900640
-48183388,-5.720392283504841E7,1.2835335546923408E7,-93801280
-48183388,-5.720392283504841E7,1.2835335546923408E7,-187602560
-48183388,-5.720392283504841E7,1.2835335546923408E7,-375205120
-48183388,-5.720392283504841E7,1.2835335546923408E7,-750410240
-48183388,-5.720392283504841E7,1.2835335546923408E7,-1500820480
-48183388,-5.720392283504841E7,1.2835335546923408E7,-3001640960
-48183388,-5.720392283504841E7,1.2835335546923408E7,-6003281920
-48183388,-5.720392283504841E7,1.2835335546923408E7,-12006563840
-48183388,-5.720392283504841E7,1.2835335546923408E7,-24013127680
-48183388,-5.720392283504841E7,1.2835335546923408E7,-48026255360
-48183388,-5.720392283504841E7,1.2835335546923408E7,-96052510720
-48183388,-5.720392283504841E7,1.2835335546923408E7,-192105021440
-48183388,-5.720392283504841E7,1.2835335546923408E7,-384210042880
-48183388,-5.720392283504841E7,1.2835335546923408E7,-768420085760
-48183388,-5.720392283504841E7,1.2835335546923408E7,-1536840171520
-48183388,-5.720392283504841E7,1.2835335546923408E7,-3073680343040
-48183388,-5.720392283504841E7,1.2835335546923408E7,-6147360686080
-48183388,-5.720392283504841E7,1.2835335546923408E7,-12294721372160
-48183388,-5.720392283504841E7,1.2835335546923408E7,-24589442744320
-48183388,-5.720392283504841E7,1.2835335546923408E7,-49178885488640
-48183388,-5.720392283504841E7,1.2835335546923408E7,-98357770977280
-48183388,-5.720392283504841E7,1.2835335546923408E7,-196715541954560
-48183388,-5.720392283504841E7,1.2835335546923408E7,-393431083909120
-48183388,-5.720392283504841E7,1.2835335546923408E7,-786862167818240
-48183388,-5.720392283504841E7,1.2835335546923408E7,-1573724335636480
-48183388,-5.720392283504841E7,1.2835335546923408E7,-3147448671272960
-48183388,-5.720392283504841E7,1.2835335546923408E7,-6294897342545920
-48183388,-5.720392283504841E7,1.2835335546923408E7,-12589794685091840
-48183388,-5.720392283504841E7,1.2835335546923408E7,-25179589370183680
-48183388,-5.720392283504841E7,1.2835335546923408E7,-50359178740367360
-48183388,-5.720392283504841E7,1.2835335546923408E7,-100718357480734720
-48183388,-5.720392283504841E7,1.2835335546923408E7,-201436714961469440
-48183388,-5.720392283504841E7,1.2835335546923408E7,-402873429922938880
-48183388,-5.720392283504841E7,1.2835335546923408E7,-805746859845877760
-48183388,-5.720392283504841E7,1.2835335546923408E7,-1611493719691755520
-48183388,-5.720392283504841E7,1.2835335546923408E7,-3222987439383511040
-48183388,-5.720392283504841E7,1.2835335546923408E7,-6445974878767022080
-48183388,-5.720392283504841E7,1.2835335546923408E7,500000000
-48183388,-5.720392283504841E7,1.2835335546923408E7,500000000
-48183388,-5.720392283504841E7,1.2835335546923408E7,500000000
-48183388,-5.720392283504841E7,1.2835335546923408E7,500000000
-48183388,-5.720392283504841E7,1.2835335546923408E7,500000000
-48183388,-5.720392283504841E7,1.2835335546923408E7,500000000
-48183388,-5.720392283504841E7,1.2835335546923408E7,500000000
-48183388,-5.720392283504841E7,1.2835335546923408E7,500000000
-48473622,-5.611263523066735E7,1.1536254967859395E7,-9967615
-47144104,-5.499156882683393E7,1.061405743260303E7,-12535339
-46413364,-5.391929322347969E7,9837025.380322194,-14571191
-68203011,-5.570475794554473E7,1.0502332298855463E7,-13695428
-49906545,-5.497998132735164E7,9145108.305979507,-18399548
-49906545,-5.497998132735164E7,9145108.305979507,-36799096
-49906545,-5.497998132735164E7,9145108.305979507,-73598192
-49906545,-5.497998132735164E7,9145108.305979507,-147196384
-49906545,-5.497998132735164E7,9145108.305979507,-294392768
-49906545,-5.497998132735164E7,9145108.305979507,-588785536
-49906545,-5.497998132735164E7,9145108.305979507,-1177571072
-49906545,-5.497998132735164E7,9145108.305979507,-2355142144
-49906545,-5.497998132735164E7,9145108.305979507,-4710284288
-49906545,-5.497998132735164E7,9145108.305979507,-9420568576
-49906545,-5.497998132735164E7,9145108.305979507,-18841137152
-146289657,-6.639369078643268E7,2.683282278287646E7,40937600
-242516912,-8.840909343812859E7,5.86515717276252E7,146197193
-260923127,-1.0997334763336252E8,8.172612363737828E7,216931146
-224375751,-1.242736480541922E8,8.632011846448566E7,221006825
-162638260,-1.2906922454741818E8,7.31323477115097E7,163460166
-209671812,-1.391445479789909E8,7.248107678888455E7,150779759
-156065610,-1.4125968073161703E8,5.8062289908759154E7,90989478
-110586660,-1.374255531401649E8,5.0256440716610596E7,63600209
-133739540,-1.369648014976443E8,3.849864591186902E7,17029782
-86688662,-1.3068028406043877E8,3.987188994901146E7,28807275
-80846382,-1.2445104630288392E8,4.080508353747958E7,38769287
-80569797,-1.1896589014002344E8,4.0202835938115545E7,41845453
-80344910,-1.141382676225205E8,3.860046635921679E7,40263597
-80344910,-1.141382676225205E8,3.860046635921679E7,80527194
-205770006,-1.2559223491970545E8,4.899479253948623E7,70386935
-190871871,-1.3375218942974228E8,5.10260147971791E7,70351869
-47440996,-1.2296329025102448E8,5.715008466064045E7,105637048
-43569800,-1.1303910396964642E8,6.022988948789194E7,127880453
-43569800,-1.1303910396964642E8,6.022988948789194E7,255760906
-43569800,-1.1303910396964642E8,6.022988948789194E7,500000000
-48176249,-1.0493124709844062E8,5.936116664052911E7,132513419
-46807432,-9.766577021113554E7,5.723545953318072E7,131276067
-47294750,-9.13693926847436E7,5.3945255321071446E7,124411628
-44640547,-8.552828697415064E7,5.068087648434125E7,117195218
-45338574,-8.050457285238181E7,4.680215707635139E7,106704055
-52768886,-7.703761199583408E7,4.116879930622206E7,87637585
-41314948,-7.257227899635482E7,3.869093222875525E7,82191449
-44965129,-6.912138524681047E7,3.505726323326905E7,71107667
-55171339,-6.737762946595916E7,2.934452004144158E7,50000450
-63192477,-6.685448540771426E7,2.292389213300975E7,24841083
-62454803,-6.630452510674998E7,1.815534962644481E7,6316873
-60908643,-6.563003984340623E7,1.4796861430685164E7,-6442594
-56451494,-6.4482721612980455E7,1.3105452976258988E7,-12060909
-56101033,-6.3435010536357895E7,1.1662584116283715E7,-16784674
-60218710,-6.303297296931316E7,9450503.829541076,-25230957
-180305184,-7.769199934814902E7,3.2741174035118554E7,53272696
-112425324,-8.203366492963038E7,3.215379529393132E7,46581516
-50583917,-7.810244643842658E7,3.0994978830055136E7,45877468
-120763027,-8.343501900862326E7,3.257823612038554E7,46877925
-115732638,-8.747222138254535E7,3.1498781244652815E7,38522903
-51687929,-8.299918483472718E7,3.145189989217141E7,42808414
-60885081,-8.023492185538629E7,2.8426385132975128E7,33470618
-66105127,-7.8468697498463E7,2.4410681474347096E7,19174028
21260171,-6.6002588936155125E7,4.0123701089799106E7,94492215
-110812869,-7.160387394413573E7,3.98950245813154E7,87976224
-108112771,-7.616748607611877E7,3.790758966695686E7,75462872
-108112771,-7.616748607611877E7,3.790758966695686E7,150925744
-108112771,-7.616748607611877E7,3.790758966695686E7,301851488
-108112771,-7.616748607611877E7,3.790758966695686E7,500000000
-108112771,-7.616748607611877E7,3.790758966695686E7,500000000
-108112771,-7.616748607611877E7,3.790758966695686E7,500000000
-108112771,-7.616748607611877E7,3.790758966695686E7,500000000
-108112771,-7.616748607611877E7,3.790758966695686E7,500000000
-108112771,-7.616748607611877E7,3.790758966695686E7,500000000
-108112771,-7.616748607611877E7,3.790758966695686E7,500000000
-112938710,-8.076388906660393E7,3.647439748356666E7,65133700
-112938710,-8.076388906660393E7,3.647439748356666E7,130267400
-112938710,-8.076388906660393E7,3.647439748356666E7,260534800
-112938710,-8.076388906660393E7,3.647439748356666E7,500000000
-112938710,-8.076388906660393E7,3.647439748356666E7,500000000
-112938710,-8.076388906660393E7,3.647439748356666E7,500000000
-112938710,-8.076388906660393E7,3.647439748356666E7,500000000
-83812478,-8.114496268327844E7,2.8022676941855382E7,30945745
-38225768,-7.578006334786864E7,3.0405581543358695E7,45842262
-36984076,-7.093056492938507E7,3.1290808389865287E7,54232668
-73041860,-7.119447681321193E7,2.3929952089095984E7,24525331
-73777463,-7.151735008656044E7,1.8512492295181878E7,2532619
-67170394,-7.09739805757404E7,1.4835265865321508E7,-11632917
-34384979,-6.640035537877285E7,1.9130293493684344E7,10120818
-62467281,-6.590872108142624E7,1.5208080140619818E7,-5076400
-2484066,-5.798063919624796E7,2.5280203404526852E7,43140174
20393121,-4.8183919171716966E7,3.610441259632438E7,96233731
-70911856,-5.102491127525234E7,3.2050045628430195E7,77175271
-5263976,-4.53047943658458E7,3.40477388127841E7,90886160
-68811867,-4.8243178445115075E7,3.0677976248309303E7,74468726
-71958525,-5.120759676447569E7,2.8196214245113056E7,61577260
-4466414,-4.5364948918916225E7,3.1371794413563848E7,80122228
24715842,-3.66048500540517E7,3.885901882368581E7,118831225
-72720216,-4.1119270797295235E7,3.704450041844055E7,107058730
-72720216,-4.1119270797295235E7,3.704450041844055E7,214117460
-72720216,-4.1119270797295235E7,3.704450041844055E7,428234920
-72720216,-4.1119270797295235E7,3.704450041844055E7,500000000
-73403917,-4.515485157263333E7,3.484564167067208E7,94227715
-80312999,-4.954962000105417E7,3.382507600274052E7,85750684
-100663850,-5.59388987509224E7,3.655004481432479E7,90261280
-99757247,-6.14161922820571E7,3.699779729022931E7,86574996
-68297829,-6.227639687179996E7,2.9253705999721993E7,54738427
-75249141,-6.389798988782497E7,2.4778067277835254E7,35214279
-67722842,-6.437609640184685E7,1.942023685791473E7,13304851
-118150436,-7.1097888851616E7,2.632831443053205E7,34215368
-69410979,-7.088702512016399E7,2.0115247352940034E7,9573964
-71498084,-7.096340748014349E7,1.5220104644669153E7,-10082988
-74105949,-7.135622517012554E7,1.2102509440970479E7,-22946187
-70858855,-7.129405389885986E7,9185681.805442823,-34551326
-70101639,-7.114500203650238E7,7150102.113207711,-42544593
-75020048,-7.162938278193958E7,6210242.889420887,-46788411
-109153637,-7.631991455919713E7,1.2866112777266383E7,-24855463
-109863464,-8.051285823929748E7,1.6987236023125418E7,-12563914
-109863464,-8.051285823929748E7,1.6987236023125418E7,-25127828
-109863464,-8.051285823929748E7,1.6987236023125418E7,-50255656
-109863464,-8.051285823929748E7,1.6987236023125418E7,-100511312
-109863464,-8.051285823929748E7,1.6987236023125418E7,-201022624
-109863464,-8.051285823929748E7,1.6987236023125418E7,-402045248
-109863464,-8.051285823929748E7,1.6987236023125418E7,-804090496
-109863464,-8.051285823929748E7,1.6987236023125418E7,-1608180992
-109863464,-8.051285823929748E7,1.6987236023125418E7,-3216361984
-109863464,-8.051285823929748E7,1.6987236023125418E7,-6432723968
-109863464,-8.051285823929748E7,1.6987236023125418E7,-12865447936
